"id","shape_leng","shape_area","adm3_es","adm3_pcode","adm2_es","adm2_pcode","adm1_es","adm1_pcode","point_x","point_y"
183,"0.682119812465","0.0118295160745","Nombre de Dios","PA040503","Santa Isabel","PA0405","Colón","PA04","-79.4758036287","9.54807142745"
184,"0.390566210182","0.00461063273084","Palenque","PA040504","Santa Isabel","PA0405","Colón","PA04","-79.3591226052","9.50704838416"
185,"0.714654164114","0.0143621670288","Palmira","PA040505","Santa Isabel","PA0405","Colón","PA04","-79.2203618228","9.45214640364"
186,"0.676526575756","0.00751823913382","Playa Chiquita","PA040506","Santa Isabel","PA0405","Colón","PA04","-79.2758617405","9.48230711306"
187,"0.536246990681","0.00937806633939","Santa Isabel","PA040507","Santa Isabel","PA0405","Colón","PA04","-79.1390229306","9.50740580828"
188,"0.247670087185","0.00225505008726","Viento Frío","PA040508","Santa Isabel","PA0405","Colón","PA04","-79.3876616687","9.55044703777"
189,"0.855285075","0.0211428100237","Agua Fría","PA050101","Chepigana","PA0501","Darién","PA05","-78.1855209036","8.83099365253"
190,"1.22897046737","0.0415457296521","Camogantí","PA050102","Chepigana","PA0501","Darién","PA05","-77.8389244631","8.07072429935"
191,"0.988192253083","0.0299540832366","Chepigana","PA050103","Chepigana","PA0501","Darién","PA05","-78.0169627674","8.10686521937"
192,"0.90162394694","0.0176989120439","Cucunatí","PA050104","Chepigana","PA0501","Darién","PA05","-78.2803211215","8.58767578917"
193,"0.737089157225","0.0178406761279","Garachiné","PA050105","Chepigana","PA0501","Darién","PA05","-78.3374424309","8.02405766778"
194,"1.94885756353","0.0827687776224","Jaqué","PA050106","Chepigana","PA0501","Darién","PA05","-77.9843971458","7.4660183753"
195,"3.10011420597","0.0432309309101","La Palma","PA050107","Chepigana","PA0501","Darién","PA05","-78.1557604432","8.208522798"
196,"2.20023112267","0.0226140877035","Puerto Piña","PA050108","Chepigana","PA0501","Darién","PA05","-78.2201385502","7.66461125538"
197,"0.730343350476","0.0259892406694","Río Congo Arriba","PA050109","Chepigana","PA0501","Darién","PA05","-78.394343005","8.7481800524"
198,"2.02142305095","0.044739139552","Río Congo","PA050110","Chepigana","PA0501","Darién","PA05","-78.4489593505","8.58799241888"
199,"1.62686444585","0.0410854786374","Río Iglesias","PA050111","Chepigana","PA0501","Darién","PA05","-77.972248077","8.34714131165"
200,"0.240333787513","0.00267551376862","Sambú","PA050112","Chepigana","PA0501","Darién","PA05","-78.2287367699","8.01838442072"
201,"1.64778945861","0.0515005540952","Santa Fé","PA050113","Chepigana","PA0501","Darién","PA05","-78.1455043466","8.68701416387"
202,"0.583937645233","0.0102545376015","Setegantí","PA050114","Chepigana","PA0501","Darién","PA05","-78.0885481655","8.26273295598"
203,"0.887782100581","0.0146611236028","Taimatí","PA050115","Chepigana","PA0501","Darién","PA05","-78.215521905","8.14061731051"
204,"1.97923095421","0.120815382395","Tucutí","PA050116","Chepigana","PA0501","Darién","PA05","-77.8571159026","7.77925426236"
205,"1.74055684324","0.0548785722252","Boca de Cupé","PA050201","Pinogana","PA0502","Darién","PA05","-77.6722145082","7.7943123028"
206,"0.713027887964","0.0112473008764","El Real de Santa María","PA050202","Pinogana","PA0502","Darién","PA05","-77.723474689","8.07631456041"
207,"1.29042611235","0.0747955468894","Kuna de Wargandí","PA050203","Pinogana","PA0502","Darién","PA05","-77.9624810952","8.9000341375"
